Test,Level,Domain,Type,Testlet Name,Testlet Location In Stage,Testlet Node,Testlet Max. Score," Item Subdomain",Item Descriptor,Item Difficulty,Item Max. Score,Correct Answer,Item Type,Marking Type,Exemplar URL,Item RefID
Numeracy Year 3,3,Numeracy,Normal,D2,2,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f3d1afeb-e0bd-48f4-b77c-dd57abdb34a8
Numeracy Year 3,3,Numeracy,Normal,D2,2,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f3d1afeb-e0bd-48f4-b77c-dd57abdb34a8
Reading Year 3,3,Reading,Normal,D2,2,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f3eb1510-e58f-4d7f-b2a7-09a972bb424b
Reading Year 3,3,Reading,Normal,D2,2,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f3eb1510-e58f-4d7f-b2a7-09a972bb424b
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4021bd1-8cb2-4f0f-82d2-7bb0946086ba
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4021bd1-8cb2-4f0f-82d2-7bb0946086ba
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,SP,AS,https://www.assessform.edu.au/Exemplar/1,f462b66d-2268-4784-8b18-05307d6f0772
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,SP,AS,https://www.assessform.edu.au/Exemplar/1,f462b66d-2268-4784-8b18-05307d6f0772
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,f46cb030-525d-4d84-ab9e-c1274d4bd775
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,f46cb030-525d-4d84-ab9e-c1274d4bd775
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f475308f-97b2-4d6c-ba53-5f0572caece0
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f475308f-97b2-4d6c-ba53-5f0572caece0
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,f4780412-d5d5-475c-b6f7-f0cdafd8a5ee
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,f4780412-d5d5-475c-b6f7-f0cdafd8a5ee
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f497a8bd-c835-4f24-bd64-6d570a3ac2aa
Reading Year 5,5,Reading,Normal,A2,2,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f497a8bd-c835-4f24-bd64-6d570a3ac2aa
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f49b9228-79f9-4428-baf5-83c3ec33ffc9
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f49b9228-79f9-4428-baf5-83c3ec33ffc9
Spelling Year 9,9,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4a1cbf1-74e6-4d0b-9b32-dea5b58084a2
Spelling Year 9,9,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4a1cbf1-74e6-4d0b-9b32-dea5b58084a2
Reading Year 3,3,Reading,Normal,A2,2,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4a7668f-09a7-455e-b02d-393d14fe8633
Reading Year 3,3,Reading,Normal,A2,2,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4a7668f-09a7-455e-b02d-393d14fe8633
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4e0cdec-dfe3-41fb-b641-451370481d7b
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4e0cdec-dfe3-41fb-b641-451370481d7b
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4e0cdec-dfe3-41fb-b641-451370481d7b
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4e0cdec-dfe3-41fb-b641-451370481d7b
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f4e4af73-e1a5-45e0-8a6f-15629837e01c
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f4e4af73-e1a5-45e0-8a6f-15629837e01c
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f4ed1ebd-a591-4467-9ff0-188a650b1a5f
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f4ed1ebd-a591-4467-9ff0-188a650b1a5f
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4ffeb85-f29b-4f15-acc8-6f3cae544ba5
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f4ffeb85-f29b-4f15-acc8-6f3cae544ba5
Numeracy Year 5,5,Numeracy,Normal,NC1,1,NC,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f5017eda-2cce-4b1a-bde3-3a0f833673bc
Reading Year 9,9,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f50547de-41ef-4cc9-bb6b-fd5dfd2c24e4
Reading Year 9,9,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f50547de-41ef-4cc9-bb6b-fd5dfd2c24e4
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f52198cb-2506-4cf9-9e48-afdaeca39ae2
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f52198cb-2506-4cf9-9e48-afdaeca39ae2
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f55b0c0c-10a6-469b-9043-70183b4bab02
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f55b0c0c-10a6-469b-9043-70183b4bab02
Reading Year 9,9,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f56d50b9-a20c-4a33-95e7-757a3ba35adc
Reading Year 9,9,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f56d50b9-a20c-4a33-95e7-757a3ba35adc
Reading Year 7,7,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f57bbc48-44b6-41b4-a9df-c0bb8cea5496
Reading Year 7,7,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f57bbc48-44b6-41b4-a9df-c0bb8cea5496
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f58e02f5-f30d-4d58-83db-843ab07dc122
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f58e02f5-f30d-4d58-83db-843ab07dc122
Spelling Year 9,9,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f5de2672-5b3d-4a89-99d0-742f1e74aeb5
Spelling Year 9,9,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f5de2672-5b3d-4a89-99d0-742f1e74aeb5
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f5ee9dc9-14c1-4472-809c-713dfb5e0127
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f5ee9dc9-14c1-4472-809c-713dfb5e0127
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f6145560-96ae-447a-820a-c2751cce28d4
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f6145560-96ae-447a-820a-c2751cce28d4
Spelling Year 9,9,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f61803d8-42f2-45cf-9c12-0e7b735d5cb7
Spelling Year 9,9,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f61803d8-42f2-45cf-9c12-0e7b735d5cb7
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f62d8d87-b226-40cf-9975-5695fd6670fe
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f62d8d87-b226-40cf-9975-5695fd6670fe
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,f63aa631-148d-43db-916b-68f9c3ec889c
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,f63aa631-148d-43db-916b-68f9c3ec889c
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f651b98c-27df-4847-9a22-e85189efba66
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f651b98c-27df-4847-9a22-e85189efba66
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,f65215a4-dd6d-49e1-8406-3456634a1280
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,f65215a4-dd6d-49e1-8406-3456634a1280
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f6d38307-0815-4508-b04f-97282c71d9a2
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f6d38307-0815-4508-b04f-97282c71d9a2
Numeracy Year 5,5,Numeracy,Normal,B1,1,B,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f6d65378-d40e-4284-92fb-755272e33fe5
Numeracy Year 5,5,Numeracy,Normal,B1,1,B,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f6d65378-d40e-4284-92fb-755272e33fe5
Reading Year 3,3,Reading,Normal,C1,1,C,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f71e6eff-cab2-4914-b213-a3c00ea46862
Reading Year 3,3,Reading,Normal,C1,1,C,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f71e6eff-cab2-4914-b213-a3c00ea46862
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f73c2e42-8c9b-4137-a00d-71cd1a6ef556
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f73c2e42-8c9b-4137-a00d-71cd1a6ef556
Numeracy Year 7,7,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f750bf35-fa80-47b3-8869-870bacc32d72
Numeracy Year 7,7,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f750bf35-fa80-47b3-8869-870bacc32d72
Reading Year 5,5,Reading,Normal,D1,1,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Reading Year 5,5,Reading,Normal,D1,1,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f771bc85-a104-4738-bf20-fb3dddf07170
Numeracy Year 7,7,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f7892ff2-f0ab-40ae-a62f-334c7861a8c7
Numeracy Year 7,7,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f7892ff2-f0ab-40ae-a62f-334c7861a8c7
Spelling Year 3,3,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f78a4ac7-214e-430d-b3af-d5f8aaa5caa1
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f7a62939-7866-4f51-8398-339b62ab6d4d
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f7a62939-7866-4f51-8398-339b62ab6d4d
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,f7d60420-3162-4805-a602-c728ae5ce01c
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,f7d60420-3162-4805-a602-c728ae5ce01c
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f7e02fa2-0ce8-4735-b6f7-1a753d19529b
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,f7e02fa2-0ce8-4735-b6f7-1a753d19529b
Spelling Year 3,3,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,f7e22ebc-b1fa-4668-b601-09dfe7535b79
Spelling Year 3,3,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,f7e22ebc-b1fa-4668-b601-09dfe7535b79
Spelling Year 7,7,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f7e5e63b-7265-4105-963e-82de008e5297
Spelling Year 7,7,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f7e5e63b-7265-4105-963e-82de008e5297
Numeracy Year 9,9,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,f7f488df-0888-4415-8e3f-01198b0a1ec7
Numeracy Year 9,9,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,f7f488df-0888-4415-8e3f-01198b0a1ec7
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f8051d99-62c9-4b15-b414-cf938267ae9a
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f8051d99-62c9-4b15-b414-cf938267ae9a
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f805d97d-3064-48d1-ae9d-3bfc0887265f
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f805d97d-3064-48d1-ae9d-3bfc0887265f
Spelling Year 9,9,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f808cccf-7bc4-438c-b752-b75a098bbb03
Spelling Year 9,9,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f808cccf-7bc4-438c-b752-b75a098bbb03
Spelling Year 3,3,Spelling,Normal,SB2,2,SB,9,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,f87375f9-967e-4d14-83f5-94ccdaab5230
Spelling Year 3,3,Spelling,Normal,SB2,2,SB,9,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,f87375f9-967e-4d14-83f5-94ccdaab5230
Reading Year 9,9,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f88e2314-7fed-4cc3-9b81-d5af76e4db79
Reading Year 9,9,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f88e2314-7fed-4cc3-9b81-d5af76e4db79
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f91872bc-57c8-452a-953e-a5644bc3295c
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f91872bc-57c8-452a-953e-a5644bc3295c
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f91872bc-57c8-452a-953e-a5644bc3295c
Numeracy Year 7,7,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,IGO,AS,https://www.assessform.edu.au/Exemplar/1,f91872bc-57c8-452a-953e-a5644bc3295c
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9318ace-c6b0-49ec-b664-ff632b0f6e0d
Numeracy Year 7,7,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9318ace-c6b0-49ec-b664-ff632b0f6e0d
Numeracy Year 3,3,Numeracy,Normal,B1,1,B,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f95cec09-e3cb-4afe-9924-f8b5f4fc53ac
Numeracy Year 3,3,Numeracy,Normal,B1,1,B,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f95cec09-e3cb-4afe-9924-f8b5f4fc53ac
Numeracy Year 3,3,Numeracy,Normal,E1,1,E,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f98044b6-93cc-4c16-b5a8-147eb4267aa2
Numeracy Year 3,3,Numeracy,Normal,E1,1,E,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f98044b6-93cc-4c16-b5a8-147eb4267aa2
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,f99e9cdf-8b6b-462a-843b-c5997596bf80
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,f99e9cdf-8b6b-462a-843b-c5997596bf80
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,f99e9cdf-8b6b-462a-843b-c5997596bf80
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,f99e9cdf-8b6b-462a-843b-c5997596bf80
Spelling Year 5,5,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,f9a5e213-d893-433f-a330-f41008e43ca2
Spelling Year 5,5,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,f9a5e213-d893-433f-a330-f41008e43ca2
Spelling Year 5,5,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9b2e4dc-cf2a-4366-a111-cdadf100d6d2
Spelling Year 5,5,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9b2e4dc-cf2a-4366-a111-cdadf100d6d2
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9c460ee-467e-4426-8b35-9bf97995b6f7
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9c460ee-467e-4426-8b35-9bf97995b6f7
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9e75920-5c9a-45f3-8c9e-ad50fcb5a33e
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,f9e75920-5c9a-45f3-8c9e-ad50fcb5a33e
Numeracy Year 5,5,Numeracy,Normal,CA1,1,CA,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f9f02ecc-ef4e-4697-877f-e73d7b0102f6
Numeracy Year 5,5,Numeracy,Normal,CA1,1,CA,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f9f02ecc-ef4e-4697-877f-e73d7b0102f6
Numeracy Year 7,7,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f9f02ecc-ef4e-4697-877f-e73d7b0102f6
Numeracy Year 7,7,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,f9f02ecc-ef4e-4697-877f-e73d7b0102f6
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,fa0cd073-1fad-4fc0-810d-f3809ecdf74f
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,fa0cd073-1fad-4fc0-810d-f3809ecdf74f
Numeracy Year 5,5,Numeracy,Normal,A2,2,A,15,Numbers,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,fa107bc3-011c-42ed-a743-09b7b5c9b663
Numeracy Year 5,5,Numeracy,Normal,A2,2,A,15,Numbers,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,fa107bc3-011c-42ed-a743-09b7b5c9b663
