TESTLET_ID,ITEM_ID,SEQUENCE
x00101569,x00101581,12
x00101569,x00101581,12
x00101625,x00101627,2
x00101625,x00101627,2
x00101018,x00100842,15
x00101018,x00100842,15
x00100835,x00100842,7
x00100835,x00100842,7
x00102235,x00102251,16
x00102235,x00102251,16
x00101769,x00101777,8
x00101769,x00101777,8
x00102620,x00102629,9
x00102620,x00102629,9
x00101371,x00101380,9
x00101371,x00101380,9
x00100655,x00100666,11
x00100655,x00100666,11
x00101281,x00101294,13
x00101281,x00101294,13
x00100685,x00100687,2
x00100685,x00100687,2
x00102435,x00102435-05-AIA,6
x00101897,x00101911,14
x00101897,x00101911,14
x00101425,x00101428,3
x00101425,x00101428,3
x00100640,x00100650,10
x00100640,x00100650,10
x00100882,x00100650,4
x00100882,x00100650,4
x00100916,x00100650,4
x00100916,x00100650,4
x00102303,x00102316,13
x00102303,x00102316,13
x00101001,x00100825,13
x00101001,x00100825,13
x00100820,x00100825,5
x00100820,x00100825,5
x00102459,x00102464,5
x00102459,x00102464,5
x00101335,x00101346,11
x00101335,x00101346,11
x00102402,x00102406,4
x00102402,x00102406,4
x00100235,x00100252,17
x00100235,x00100252,17
x00101625,x00101632,7
x00101625,x00101632,7
x00102351,x00102356,5
x00102351,x00102356,5
x00100105,x00100110,5
x00100105,x00100110,5
x00101639,x00101642,3
x00101639,x00101642,3
x00100417,x00100433,16
x00100417,x00100433,16
x00102048,x00102052,4
x00102048,x00102052,4
x00102133,x00102052,12
x00102133,x00102052,12
x00102167,x00102052,12
x00102167,x00102052,12
x00102099,x00102106,7
x00102099,x00102106,7
x00102218,x00102106,15
x00102218,x00102106,15
x00101997,x00102003,6
x00101997,x00102003,6
x00101191,x00101208,16
x00100469,x00100474,5
x00100469,x00100474,5
x00102031,x00102045,14
x00102031,x00102045,14
x00100469,x00100481,12
x00100469,x00100481,12
x00100573,x00100579,6
x00100573,x00100579,6
x00102735,x00102736,1
x00102735,x00102736,1
x00101929,x00101935,6
x00101929,x00101935,6
x00100685,x00100691,6
x00100685,x00100691,6
x00101769,x00101773,4
x00101769,x00101773,4
x00100261,x00100280,19
x00100261,x00100280,19
x00100261,x00100264,3
x00100261,x00100264,3
x00101461,x00101474,13
x00101461,x00101474,13
x00101299,x00101314,15
x00101299,x00101314,15
x00101335,x00101338,3
x00101335,x00101338,3
x00100183,x00100197,14
x00100183,x00100197,14
x00101569,x00101577,8
x00101569,x00101577,8
x00101018,x00100837,10
x00101018,x00100837,10
x00100835,x00100837,2
x00100835,x00100837,2
x00100805,x00100816,11
x00100805,x00100816,11
x00101881,x00101895,14
x00101881,x00101895,14
x00101639,x00101644,5
x00101639,x00101644,5
x00100640,x00100642,2
x00100640,x00100642,2
x00101515,x00101528,13
x00101515,x00101528,13
x00100287,x00100290,3
x00100287,x00100290,3
x00101086,x00101090,4
x00101086,x00101090,4
x00101209,x00101090,12
x00101209,x00101090,12
x00102303,x00102314,11
x00102303,x00102314,11
x00101263,x00101266,3
x00101263,x00101266,3
x00102337,x00102337-03-AIA,4
x00101929,x00101930,1
x00101929,x00101930,1
x00102031,x00102032,1
x00102031,x00102032,1
x00101801,x00101802,1
x00101801,x00101802,1
x00101963,x00101965,2
x00101963,x00101965,2
x00100599,x00100616,17
x00100599,x00100616,17
x00102269,x00102276,7
x00102269,x00102276,7
x00101865,x00101875,10
x00101865,x00101875,10
x00100573,x00100587,14
x00100573,x00100587,14
x00100775,x00100781,6
x00100775,x00100781,6
x00102269,x00102284,15
x00102269,x00102284,15
x00102286,x00102302,16
x00102286,x00102302,16
x00101639,x00101640,1
x00101639,x00101640,1
x00102540,x00102543,3
x00102540,x00102543,3
x00101533,x00101542,9
x00101533,x00101542,9
x00102252,x00102253,1
x00102252,x00102253,1
x00100157,x00100169,12
x00100157,x00100169,12
x00101913,x00101917,4
x00101913,x00101917,4
x00101833,x00101843,10
x00101833,x00101843,10
x00101497,x00101507,10
x00101497,x00101507,10
x00102031,x00102044,13
x00102031,x00102044,13
x00102235,x00102247,12
x00102235,x00102247,12
x00100760,x00100761,1
x00100760,x00100761,1
x00100131,x00100143,12
x00100131,x00100143,12
x00101681,x00101693,12
x00101681,x00101693,12
x00100339,x00100359,20
x00100339,x00100359,20
x00101709,x00101720,11
x00101709,x00101720,11
x00102031,x00102036,5
x00102031,x00102036,5
x00101035,x00101045,10
x00101035,x00101045,10
x00100469,x00100470,1
x00100469,x00100470,1
x00102235,x00102248,13
x00102235,x00102248,13
x00102638,x00102638-02-AIA,3
x00102351,x00102352,1
x00102351,x00102352,1
x00101353,x00101152,7
x00101353,x00101152,7
x00101137,x00101152,15
x00101137,x00101152,15
x00102014,x00101904,15
x00102014,x00101904,15
x00101897,x00101904,7
x00101897,x00101904,7
x00101723,x00101728,5
x00101723,x00101728,5
x00101769,x00101776,7
x00101769,x00101776,7
x00100700,x00100705,5
x00100700,x00100705,5
x00102547,x00102555,8
x00102547,x00102555,8
x00101281,x00101298,16
x00101425,x00101431,6
x00101425,x00101431,6
x00101681,x00101688,7
x00101681,x00101688,7
x00101753,x00101688,15
x00101753,x00101688,15
x00101785,x00101688,15
x00101785,x00101688,15
x00101997,x00102002,5
x00101997,x00102002,5
x00102361,x00102369,8
x00102361,x00102369,8
x00101263,x00101279,16
x00101263,x00101279,16
x00101913,x00101922,9
x00101913,x00101922,9
x00101551,x00101563,12
x00101551,x00101563,12
x00101335,x00101352,16
x00100865,x00100878,13
x00100865,x00100878,13
x00101497,x00101501,4
x00101497,x00101501,4
x00102638,x00102639,1
x00102638,x00102639,1
x00102184,x00102187,3
x00102184,x00102187,3
x00102479,x00102482,3
x00102479,x00102482,3
x00101245,x00101260,15
x00101245,x00101260,15
x00101881,x00101890,9
x00101881,x00101890,9
x00102099,x00102112,13
x00102099,x00102112,13
x00101371,x00101167,4
x00101371,x00101167,4
x00101155,x00101167,12
x00101155,x00101167,12
x00102167,x00102168,1
x00102167,x00102168,1
x00102116,x00102129,13
x00102116,x00102129,13
x00100183,x00100205,22
x00100183,x00100205,22
x00101625,x00101635,10
x00101625,x00101635,10
x00102235,x00102242,7
x00102235,x00102242,7
x00100261,x00100277,16
x00100261,x00100277,16
x00101769,x00101770,1
x00101769,x00101770,1
x00100209,x00100230,21
x00100209,x00100230,21
x00102413,x00102421,8
x00102413,x00102421,8
x00102150,x00102153,3
x00102150,x00102153,3
x00102167,x00102174,7
x00102167,x00102174,7
x00100850,x00100852,2
x00100850,x00100852,2
x00102082,x00102091,9
x00102082,x00102091,9
x00100547,x00100550,3
x00100547,x00100550,3
x00101533,x00101539,6
x00101533,x00101539,6
x00102685,x00102695,10
x00102685,x00102695,10
x00100760,x00100765,5
x00100760,x00100765,5
x00102500,x00102507,7
x00102500,x00102507,7
x00101497,x00101511,14
x00101497,x00101511,14
x00102696,x00102699,3
x00102696,x00102699,3
x00102303,x00102312,9
x00102303,x00102312,9
x00101461,x00101475,14
x00101461,x00101475,14
x00102303,x00102313,10
x00102303,x00102313,10
x00101069,x00101074,5
x00101069,x00101074,5
x00102587,x00102595,8
x00102587,x00102595,8
x00101681,x00101694,13
x00101681,x00101694,13
x00100209,x00100229,20
x00100209,x00100229,20
x00100157,x00100159,2
x00100157,x00100159,2
x00101052,x00101068,15
x00102533,x00102534,1
x00102533,x00102534,1
x00100053,x00100055,2
x00100053,x00100055,2
x00102361,x00102363,2
x00102361,x00102363,2
x00102645,x00102654,9
x00102645,x00102654,9
x00100805,x00100818,13
x00100805,x00100818,13
x00100805,x00100817,12
x00100805,x00100817,12
x00100157,x00100167,10
x00100157,x00100167,10
x00100899,x00100907,8
x00100899,x00100907,8
x00102435,x00102435-02-AIA,3
x00102031,x00102042,11
x00102031,x00102042,11
x00101407,x00101422,15
x00101407,x00101422,15
x00101551,x00101567,16
x00101551,x00101567,16
x00102252,x00102265,13
x00102252,x00102265,13
x00100417,x00100425,8
x00100417,x00100425,8
x00102459,x00102468,9
x00102459,x00102468,9
x00101389,x00101188,7
x00101389,x00101188,7
x00101173,x00101188,15
x00101173,x00101188,15
x00101913,x00101916,3
x00101913,x00101916,3
x00102500,x00102506,6
x00102500,x00102506,6
x00102082,x00102084,2
x00102082,x00102084,2
x00102201,x00102084,10
x00102201,x00102084,10
x00100417,x00100430,13
x00100417,x00100430,13
x00101753,x00101757,4
x00101753,x00101757,4
x00100899,x00100910,11
x00100899,x00100910,11
x00100287,x00100292,5
x00100287,x00100292,5
x00101667,x00101680,13
x00101667,x00101680,13
x00101897,x00101910,13
x00101897,x00101910,13
x00102645,x00102646,1
x00102645,x00102646,1
x00101625,x00101634,9
x00101625,x00101634,9
x00100105,x00100113,8
x00100105,x00100113,8
x00101353,x00101362,9
x00101353,x00101362,9
x00100950,x00100707,1
x00100950,x00100707,1
x00100700,x00100707,7
x00100700,x00100707,7
x00102048,x00102061,13
x00102048,x00102061,13
x00100339,x00100358,19
x00100339,x00100358,19
x00100261,x00100269,8
x00100261,x00100269,8
x00102286,x00102293,7
x00102286,x00102293,7
x00101407,x00101207,8
x00101407,x00101207,8
x00101191,x00101207,16
x00101191,x00101207,16
x00100715,x00100720,5
x00100715,x00100720,5
x00102540,x00102540-00-AIA,1
x00101425,x00101305,14
x00101425,x00101305,14
x00101299,x00101305,6
x00101299,x00101305,6
x00100655,x00100668,13
x00100655,x00100668,13
x00100760,x00100770,10
x00100760,x00100770,10
x00100495,x00100501,6
x00100495,x00100501,6
x00100183,x00100200,17
x00100183,x00100200,17
x00100882,x00100653,7
x00100882,x00100653,7
x00100916,x00100653,7
x00100916,x00100653,7
x00100640,x00100653,13
x00100640,x00100653,13
x00101946,x00101950,4
x00101946,x00101950,4
x00101611,x00101613,2
x00101611,x00101613,2
x00101371,x00101384,13
x00101371,x00101384,13
x00102269,x00102272,3
x00102269,x00102272,3
x00100745,x00100746,1
x00100745,x00100746,1
x00100027,x00100037,10
x00100027,x00100037,10
x00102351,x00102358,7
x00102351,x00102358,7
x00100287,x00100305,18
x00100287,x00100305,18
x00101865,x00101874,9
x00101865,x00101874,9
x00101801,x00101809,8
x00101801,x00101809,8
x00100339,x00100342,3
x00100339,x00100342,3
x00102489,x00102496,7
x00102489,x00102496,7
x00102269,x00102281,12
x00102269,x00102281,12
x00100573,x00100580,7
x00100573,x00100580,7
x00101120,x00101129,9
x00101120,x00101129,9
x00100001,x00100025,24
x00100001,x00100025,24
x00102252,x00102260,8
x00102252,x00102260,8
x00101479,x00101494,15
x00101479,x00101494,15
x00102459,x00102466,7
x00102459,x00102466,7
x00101317,x00101329,12
x00101317,x00101329,12
x00102449,x00102451,2
x00102449,x00102451,2
x00102609,x00102615,6
x00102609,x00102615,6
x00100640,x00100641,1
x00100640,x00100641,1
x00101963,x00101971,8
x00101963,x00101971,8
x00101533,x00101540,7
x00101533,x00101540,7
x00101723,x00101736,13
x00101723,x00101736,13
x00102522,x00102525,3
x00102522,x00102525,3
x00102587,x00102590,3
x00102587,x00102590,3
x00100365,x00100366,1
x00100365,x00100366,1
x00100850,x00100856,6
x00100850,x00100856,6
x00101865,x00101866,1
x00101865,x00101866,1
x00101946,x00101866,9
x00101946,x00101866,9
x00101980,x00101866,9
x00101980,x00101866,9
x00102459,x00102462,3
x00102459,x00102462,3
x00101389,x00101398,9
x00101389,x00101398,9
x00100313,x00100323,10
x00100313,x00100323,10
x00100001,x00100013,12
x00100001,x00100013,12
x00100967,x00100976,9
x00100967,x00100976,9
x00101173,x00100976,2
x00101173,x00100976,2
x00100365,x00100390,25
x00100365,x00100390,25
x00100745,x00100758,13
x00100745,x00100758,13
x00100715,x00100729,13
x00100760,x00100772,12
x00100760,x00100772,12
x00100209,x00100231,22
x00100209,x00100231,22
x00102413,x00102415,2
x00102413,x00102415,2
x00100027,x00100045,18
x00100027,x00100045,18
x00100950,x00100958,8
x00100950,x00100958,8
x00101155,x00100958,1
x00101155,x00100958,1
x00101817,x00101825,8
x00101817,x00101825,8
x00101897,x00101903,6
x00101897,x00101903,6
x00102014,x00101903,14
x00102014,x00101903,14
x00100105,x00100117,12
x00100105,x00100117,12
x00102631,x00102634,3
x00102631,x00102634,3
x00101865,x00101871,6
x00101865,x00101871,6
x00101946,x00101871,14
x00101946,x00101871,14
x00101980,x00101871,14
x00101980,x00101871,14
x00100899,x00100911,12
x00100899,x00100911,12
x00102675,x00102681,6
x00102675,x00102681,6
x00101946,x00101948,2
x00101946,x00101948,2
x00101551,x00101566,15
x00101551,x00101566,15
x00102014,x00101902,13
x00102014,x00101902,13
x00101897,x00101902,5
x00101897,x00101902,5
x00100967,x00100724,3
x00100967,x00100724,3
x00100715,x00100724,9
x00100715,x00100724,9
x00100469,x00100485,16
x00100469,x00100485,16
x00101069,x00101071,2
x00101069,x00101071,2
x00101881,x00101882,1
x00101881,x00101882,1
x00101997,x00101882,9
x00101997,x00101882,9
x00100105,x00100107,2
x00100105,x00100107,2
x00102533,x00102533-03-AIA,4
x00102655,x00102661,6
x00102655,x00102661,6
x00100443,x00100465,22
x00100443,x00100465,22
x00102235,x00102239,4
x00102235,x00102239,4
x00101639,x00101646,7
x00101639,x00101646,7
x00101849,x00101850,1
x00101849,x00101850,1
x00101929,x00101850,9
x00101929,x00101850,9
x00101963,x00101850,9
x00101963,x00101850,9
x00101515,x00101526,11
x00101515,x00101526,11
x00101597,x00101602,5
x00101597,x00101602,5
x00102252,x00102254,2
x00102252,x00102254,2
x00102320,x00102327,7
x00102320,x00102327,7
x00101263,x00101265,2
x00101263,x00101265,2
x00102655,x00102658,3
x00102655,x00102658,3
x00100760,x00100762,2
x00100760,x00100762,2
x00102303,x00102318,15
x00102303,x00102318,15
x00102665,x00102672,7
x00102665,x00102672,7
x00100521,x00100545,24
x00100521,x00100545,24
x00101653,x00101658,5
x00101653,x00101658,5
x00101209,x00101226,16
x00100850,x00100858,8
x00100850,x00100858,8
x00100573,x00100596,23
x00100573,x00100596,23
x00100521,x00100530,9
x00100521,x00100530,9
x00101639,x00101641,2
x00101639,x00101641,2
x00100365,x00100369,4
x00100365,x00100369,4
x00102235,x00102244,9
x00102235,x00102244,9
x00101929,x00101933,4
x00101929,x00101933,4
x00100655,x00100661,6
x00100655,x00100661,6
x00102511,x00102512,1
x00102511,x00102512,1
x00101737,x00101671,12
x00101737,x00101671,12
x00101769,x00101671,12
x00101769,x00101671,12
x00101667,x00101671,4
x00101667,x00101671,4
x00102469,x00102478,9
x00102469,x00102478,9
x00100001,x00100014,13
x00100001,x00100014,13
x00101533,x00101544,11
x00101533,x00101544,11
x00102675,x00102678,3
x00102675,x00102678,3
x00101849,x00101856,7
x00101849,x00101856,7
x00101929,x00101856,15
x00101929,x00101856,15
x00101963,x00101856,15
x00101963,x00101856,15
x00102351,x00102355,4
x00102351,x00102355,4
x00102707,x00102708,1
x00102707,x00102708,1
x00102082,x00102094,12
x00102082,x00102094,12
x00100235,x00100251,16
x00100235,x00100251,16
x00100850,x00100863,13
x00100850,x00100863,13
x00100640,x00100644,4
x00100640,x00100644,4
x00100916,x00100932,15
x00100183,x00100196,13
x00100183,x00100196,13
x00102218,x00102220,2
x00102218,x00102220,2
x00100339,x00100352,13
x00100339,x00100352,13
x00100625,x00100628,3
x00100625,x00100628,3
x00102707,x00102717,10
x00102707,x00102717,10
x00100835,x00100844,9
x00100835,x00100844,9
x00100079,x00100103,24
x00100079,x00100103,24
x00100313,x00100337,24
x00100313,x00100337,24
x00101833,x00101834,1
x00101833,x00101834,1
x00102252,x00102267,15
x00102252,x00102267,15
x00101849,x00101858,9
x00101849,x00101858,9
x00100391,x00100395,4
x00100391,x00100395,4
x00101881,x00101883,2
x00101881,x00101883,2
x00101997,x00101883,10
x00101997,x00101883,10
x00100365,x00100389,24
x00100365,x00100389,24
x00102655,x00102662,7
x00102655,x00102662,7
x00102489,x00102490,1
x00102489,x00102490,1
x00101103,x00101118,15
x00101103,x00101118,15
x00100469,x00100489,20
x00100469,x00100489,20
x00101849,x00101853,4
x00101849,x00101853,4
x00101929,x00101853,12
x00101929,x00101853,12
x00101963,x00101853,12
x00101963,x00101853,12
x00101018,x00100838,11
x00101018,x00100838,11
x00100835,x00100838,3
x00100835,x00100838,3
x00100287,x00100288,1
x00100287,x00100288,1
x00100835,x00100848,13
x00100835,x00100848,13
x00100670,x00100677,7
x00100670,x00100677,7
x00101551,x00101556,5
x00101551,x00101556,5
x00100850,x00100861,11
x00100850,x00100861,11
x00100967,x00100979,12
x00100967,x00100979,12
x00101173,x00100979,5
x00101173,x00100979,5
x00102479,x00102486,7
x00102479,x00102486,7
x00101035,x00101051,15
x00100131,x00100140,9
x00100131,x00100140,9
x00102286,x00102297,11
x00102286,x00102297,11
x00102424,x00102427,3
x00102424,x00102427,3
x00102344,x00102347,3
x00102344,x00102347,3
x00102201,x00102205,4
x00102201,x00102205,4
x00102031,x00102040,9
x00102031,x00102040,9
x00100443,x00100448,5
x00100443,x00100448,5
x00101001,x00100827,15
x00101001,x00100827,15
x00100820,x00100827,7
x00100820,x00100827,7
x00102479,x00102484,5
x00102479,x00102484,5
x00100967,x00100980,13
x00100967,x00100980,13
x00101173,x00100980,6
x00101173,x00100980,6
x00101497,x00101510,13
x00101497,x00101510,13
x00101723,x00101726,3
x00101723,x00101726,3
x00100950,x00100962,12
x00100950,x00100962,12
x00101155,x00100962,5
x00101155,x00100962,5
x00101737,x00101738,1
x00101737,x00101738,1
x00100967,x00100727,6
x00100967,x00100727,6
x00100715,x00100727,12
x00100715,x00100727,12
x00101461,x00101472,11
x00101461,x00101472,11
x00101335,x00101339,4
x00101335,x00101339,4
x00101407,x00101423,16
x00101407,x00101423,16
x00102489,x00102493,4
x00102489,x00102493,4
x00102082,x00102083,1
x00102082,x00102083,1
x00102201,x00102083,9
x00102201,x00102083,9
x00101479,x00101480,1
x00101479,x00101480,1
x00101849,x00101863,14
x00101849,x00101863,14
x00100261,x00100272,11
x00100261,x00100272,11
x00101335,x00101337,2
x00101335,x00101337,2
x00101103,x00101106,3
x00101103,x00101106,3
x00101227,x00101106,11
x00101227,x00101106,11
x00100760,x00100766,6
x00100760,x00100766,6
x00100573,x00100597,24
x00100573,x00100597,24
x00101227,x00101232,5
x00101227,x00101232,5
x00101497,x00101500,3
x00101497,x00101500,3
x00102609,x00102614,5
x00102609,x00102614,5
x00102522,x00102532,10
x00102522,x00102532,10
x00102540,x00102542,2
x00102540,x00102542,2
x00102048,x00102058,10
x00102048,x00102058,10
x00100685,x00100689,4
x00100685,x00100689,4
x00100547,x00100561,14
x00100547,x00100561,14
x00101817,x00101823,6
x00101817,x00101823,6
x00101849,x00101852,3
x00101849,x00101852,3
x00101929,x00101852,11
x00101929,x00101852,11
x00101963,x00101852,11
x00101963,x00101852,11
x00101425,x00101429,4
x00101425,x00101429,4
x00102252,x00102262,10
x00102252,x00102262,10
x00102031,x00102046,15
x00102031,x00102046,15
x00100417,x00100427,10
x00100417,x00100427,10
x00102547,x00102551,4
x00102547,x00102551,4
x00100521,x00100529,8
x00100521,x00100529,8
x00101120,x00101136,15
x00102547,x00102552,5
x00102547,x00102552,5
x00100313,x00100333,20
x00100313,x00100333,20
x00101997,x00101887,14
x00101997,x00101887,14
x00101881,x00101887,6
x00101881,x00101887,6
x00101639,x00101645,6
x00101639,x00101645,6
x00102557,x00102565,8
x00102557,x00102565,8
x00100443,x00100451,8
x00100443,x00100451,8
x00100443,x00100450,7
x00100443,x00100450,7
x00101817,x00101820,3
x00101817,x00101820,3
x00100805,x00100807,2
x00100805,x00100807,2
x00101353,x00101153,8
x00101353,x00101153,8
x00101137,x00101153,16
x00101137,x00101153,16
x00101801,x00101808,7
x00101801,x00101808,7
x00100495,x00100518,23
x00100495,x00100518,23
x00100209,x00100228,19
x00100209,x00100228,19
x00100027,x00100052,25
x00100027,x00100052,25
x00102469,x00102472,3
x00102469,x00102472,3
x00100573,x00100586,13
x00100573,x00100586,13
x00101753,x00101687,14
x00101753,x00101687,14
x00101785,x00101687,14
x00101785,x00101687,14
x00101681,x00101687,6
x00101681,x00101687,6
x00102533,x00102538,5
x00102533,x00102538,5
x00102577,x00102582,5
x00102577,x00102582,5
x00100339,x00100344,5
x00100339,x00100344,5
x00100835,x00100845,10
x00100835,x00100845,10
x00102631,x00102631-00-AIA,1
x00100775,x00100784,9
x00100775,x00100784,9
x00101407,x00101419,12
x00101407,x00101419,12
x00100443,x00100453,10
x00100443,x00100453,10
x00102371,x00102377,6
x00102371,x00102377,6
x00100053,x00100069,16
x00100053,x00100069,16
x00100899,x00100909,10
x00100899,x00100909,10
x00101653,x00101665,12
x00101653,x00101665,12
x00100105,x00100119,14
x00100105,x00100119,14
x00100573,x00100590,17
x00100573,x00100590,17
x00101299,x00101315,16
x00101299,x00101315,16
x00101263,x00101277,14
x00101263,x00101277,14
x00101963,x00101969,6
x00101963,x00101969,6
x00102391,x00102392,1
x00102391,x00102392,1
x00100339,x00100351,12
x00100339,x00100351,12
x00101551,x00101555,4
x00101551,x00101555,4
x00101461,x00101478,16
x00102500,x00102503,3
x00102500,x00102503,3
x00101407,x00101205,6
x00101407,x00101205,6
x00101191,x00101205,14
x00101191,x00101205,14
x00102638,x00102641,3
x00102638,x00102641,3
x00102631,x00102632,1
x00102631,x00102632,1
x00100730,x00100736,6
x00100730,x00100736,6
x00102598,x00102605,7
x00102598,x00102605,7
x00102685,x00102691,6
x00102685,x00102691,6
x00101913,x00101915,2
x00101913,x00101915,2
x00100183,x00100190,7
x00100183,x00100190,7
x00100547,x00100572,25
x00100547,x00100572,25
x00101018,x00101023,5
x00101018,x00101023,5
x00102337,x00102337-02-AIA,3
x00100730,x00100739,9
x00100730,x00100739,9
x00100984,x00100739,3
x00100984,x00100739,3
x00100235,x00100246,11
x00100235,x00100246,11
x00102048,x00102055,7
x00102048,x00102055,7
x00102133,x00102055,15
x00102133,x00102055,15
x00102167,x00102055,15
x00102167,x00102055,15
x00101737,x00101743,6
x00101737,x00101743,6
x00101865,x00101878,13
x00101865,x00101878,13
x00102489,x00102499,10
x00102489,x00102499,10
x00102116,x00102118,2
x00102116,x00102118,2
x00100131,x00100154,23
x00100131,x00100154,23
x00101227,x00101235,8
x00101227,x00101235,8
x00101817,x00101712,11
x00101817,x00101712,11
x00101709,x00101712,3
x00101709,x00101712,3
x00100417,x00100423,6
x00100417,x00100423,6
x00101245,x00101251,6
x00101245,x00101251,6
x00100001,x00100020,19
x00100001,x00100020,19
x00100760,x00100767,7
x00100760,x00100767,7
x00101425,x00101302,11
x00101425,x00101302,11
x00101299,x00101302,3
x00101299,x00101302,3
x00102638,x00102643,5
x00102638,x00102643,5
x00101533,x00101536,3
x00101533,x00101536,3
x00100443,x00100447,4
x00100443,x00100447,4
x00102577,x00102578,1
x00102577,x00102578,1
x00100865,x00100881,15
x00101753,x00101683,10
x00101753,x00101683,10
x00101785,x00101683,10
x00101785,x00101683,10
x00101681,x00101683,2
x00101681,x00101683,2
x00101245,x00101246,1
x00101245,x00101246,1
x00100775,x00100785,10
x00100775,x00100785,10
x00101281,x00101286,5
x00101281,x00101286,5
x00101389,x00101402,13
x00101389,x00101402,13
x00101785,x00101793,8
x00101785,x00101793,8
x00102167,x00102169,2
x00102167,x00102169,2
x00100775,x00100778,3
x00100775,x00100778,3
x00100079,x00100102,23
x00100079,x00100102,23
x00102577,x00102583,6
x00102577,x00102583,6
x00102031,x00102033,2
x00102031,x00102033,2
x00102620,x00102622,2
x00102620,x00102622,2
x00100079,x00100086,7
x00100079,x00100086,7
x00102082,x00102090,8
x00102082,x00102090,8
x00102201,x00102090,16
x00102201,x00102090,16
x00100625,x00100639,13
x00100521,x00100537,16
x00100521,x00100537,16
x00101120,x00101127,7
x00101120,x00101127,7
x00100950,x00100960,10
x00100950,x00100960,10
x00101155,x00100960,3
x00101155,x00100960,3
x00100131,x00100155,24
x00100131,x00100155,24
x00100790,x00100792,2
x00100790,x00100792,2
x00101583,x00101593,10
x00101583,x00101593,10
x00100984,x00101000,15
x00102413,x00102419,6
x00102413,x00102419,6
x00101155,x00100963,6
x00101155,x00100963,6
x00100950,x00100963,13
x00100950,x00100963,13
x00100339,x00100364,25
x00100339,x00100364,25
x00101769,x00101772,3
x00101769,x00101772,3
x00101443,x00101449,6
x00101443,x00101449,6
x00100700,x00100703,3
x00100700,x00100703,3
x00100984,x00100740,4
x00100984,x00100740,4
x00100730,x00100740,10
x00100730,x00100740,10
x00100865,x00100873,8
x00100865,x00100873,8
x00100235,x00100244,9
x00100235,x00100244,9
x00100235,x00100240,5
x00100235,x00100240,5
x00101723,x00101730,7
x00101723,x00101730,7
x00102201,x00102209,8
x00102201,x00102209,8
x00100950,x00100708,2
x00100950,x00100708,2
x00100700,x00100708,8
x00100700,x00100708,8
x00100850,x00100864,13
x00100967,x00100981,14
x00100967,x00100981,14
x00101173,x00100981,7
x00101173,x00100981,7
x00100261,x00100279,18
x00100261,x00100279,18
x00100495,x00100513,18
x00100495,x00100513,18
x00100521,x00100546,25
x00100521,x00100546,25
x00100984,x00100992,8
x00100984,x00100992,8
x00101191,x00100992,1
x00101191,x00100992,1
x00101353,x00101366,13
x00101353,x00101366,13
x00100391,x00100415,24
x00100391,x00100415,24
x00101737,x00101669,10
x00101737,x00101669,10
x00101769,x00101669,10
x00101769,x00101669,10
x00101667,x00101669,2
x00101667,x00101669,2
x00102533,x00102533-00-AIA,1
x00100417,x00100432,15
x00100417,x00100432,15
x00102718,x00102728,10
x00102718,x00102728,10
x00102031,x00102041,10
x00102031,x00102041,10
x00101479,x00101487,8
x00101479,x00101487,8
x00101737,x00101740,3
x00101737,x00101740,3
x00100105,x00100116,11
x00100105,x00100116,11
x00102609,x00102611,2
x00102609,x00102611,2
x00101769,x00101774,5
x00101769,x00101774,5
x00101497,x00101505,8
x00101497,x00101505,8
x00100850,x00100857,7
x00100850,x00100857,7
x00102235,x00102246,11
x00102235,x00102246,11
x00102685,x00102687,2
x00102685,x00102687,2
x00100235,x00100238,3
x00100235,x00100238,3
x00102707,x00102709,2
x00102707,x00102709,2
x00102048,x00102060,12
x00102048,x00102060,12
x00102286,x00102290,4
x00102286,x00102290,4
x00100547,x00100554,7
x00100547,x00100554,7
x00100573,x00100588,15
x00100573,x00100588,15
x00102337,x00102337-05-AIA,6
x00100865,x00100875,10
x00100865,x00100875,10
x00100027,x00100032,5
x00100027,x00100032,5
x00100027,x00100035,8
x00100027,x00100035,8
x00101425,x00101433,8
x00101425,x00101433,8
x00101913,x00101919,6
x00101913,x00101919,6
x00100287,x00100309,22
x00100287,x00100309,22
x00102391,x00102397,6
x00102391,x00102397,6
x00101551,x00101562,11
x00101551,x00101562,11
x00102665,x00102671,6
x00102665,x00102671,6
x00100599,x00100602,3
x00100599,x00100602,3
x00101997,x00101888,15
x00101997,x00101888,15
x00101881,x00101888,7
x00101881,x00101888,7
x00100417,x00100426,9
x00100417,x00100426,9
x00101245,x00101247,2
x00101245,x00101247,2
x00101913,x00101925,12
x00101913,x00101925,12
x00101443,x00101324,15
x00101443,x00101324,15
x00101317,x00101324,7
x00101317,x00101324,7
x00102707,x00102713,6
x00102707,x00102713,6
x00100027,x00100034,7
x00100027,x00100034,7
x00102459,x00102463,4
x00102459,x00102463,4
x00101611,x00101617,6
x00101611,x00101617,6
x00101569,x00101572,3
x00101569,x00101572,3
x00101069,x00101075,6
x00101069,x00101075,6
x00101353,x00101146,1
x00101353,x00101146,1
x00101137,x00101146,9
x00101137,x00101146,9
x00101371,x00101386,15
x00101371,x00101386,15
x00101897,x00101901,4
x00101897,x00101901,4
x00102014,x00101901,12
x00102014,x00101901,12
x00101497,x00101498,1
x00101497,x00101498,1
x00101833,x00101847,14
x00101833,x00101847,14
x00102631,x00102631-04-AIA,5
x00102609,x00102618,9
x00102609,x00102618,9
x00102201,x00102206,5
x00102201,x00102206,5
